Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$7,200","361 Elsie St, San Francisco, CA 94110","https://www.zillow.com/homedetails/361-Elsie-St-San-Francisco-CA-94110/114317596_zpid/","","94110","San Francisco","","CA","3","2","1570","3 bds | 2 ba | 1570 sqft","$4.59","Fri, 2026-04-17","37.7386","-122.41996","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,000","630 Haight St #B, San Francisco, CA 94117","https://www.zillow.com/homedetails/630-Haight-St-B-San-Francisco-CA-94117/2118666090_zpid/","","94117","San Francisco","","CA","4","2","1564","4 bds | 2 ba | 1564 sqft","$4.48","Fri, 2026-04-17","37.772053","-122.43312","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,995","1310 Fulton St APT 205, San Francisco, CA 94117","https://www.zillow.com/homedetails/1310-Fulton-St-APT-205-San-Francisco-CA-94117/15085569_zpid/","","94117","San Francisco","","CA","2","2","1030","2 bds | 2 ba | 1030 sqft","$6.79","Fri, 2026-04-17","37.777046","-122.4386","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,995","1700 Broadway Street, 1700 Broadway #6a92fa19c, San Francisco, CA 94109","https://www.zillow.com/apartments/san-francisco-ca/1700-broadway-street/ChQQJW/","","94109","San Francisco","","CA","2","2","","2 bds | 2 ba ","","Fri, 2026-04-17","37.7958","-122.425354","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,995","66 Cleary Ct APT 509, San Francisco, CA 94109","https://www.zillow.com/homedetails/66-Cleary-Ct-APT-509-San-Francisco-CA-94109/15076890_zpid/","","94109","San Francisco","","CA","3","2","1100","3 bds | 2 ba | 1100 sqft","$6.36","Fri, 2026-04-17","37.784386","-122.42697","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,686","1395 22nd St, San Francisco, CA 94107","https://zillow.com/apartments/san-francisco-ca/the-landing/CjjSm7/","","94107","San Francisco","","CA","2","","","2 bds ","","Fri, 2026-04-17","37.75729","-122.39474","","FOR_RENT","","","","$6,686+ 2 bds","$6,686","$6,686","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,495","1801 California St, San Francisco, CA 94109","https://zillow.com/b/1801-california-st-san-francisco-ca-Ch3C6T/","","94109","San Francisco","","CA","3","","","3 bds ","","Fri, 2026-04-17","37.789898","-122.42411","","FOR_RENT","","","","$6,495+ 3 bds","$6,495","$6,495","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,895","1635 Gough Street, 1635 Gough St APT 502, San Francisco, CA 94109","https://www.zillow.com/apartments/san-francisco-ca/1635-gough-street/Cjz7Gz/","","94109","San Francisco","","CA","3","2","906","3 bds | 2 ba | 906 sqft","$7.61","Fri, 2026-04-17","37.78862","-122.42562","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,888","584 San Jose Ave, San Francisco, CA 94110","https://www.zillow.com/homedetails/584-San-Jose-Ave-San-Francisco-CA-94110/460829429_zpid/","","94110","San Francisco","","CA","3","3","1700","3 bds | 3 ba | 1700 sqft","$4.05","Fri, 2026-04-17","37.746693","-122.421844","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,800","(undisclosed Address), San Francisco, CA 94118","https://www.zillow.com/homedetails/San-Francisco-CA-94118/80756345_zpid/","","94118","San Francisco","","CA","3","2","1654","3 bds | 2 ba | 1654 sqft","$4.11","Fri, 2026-04-17","","","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,795","1688 Pine St #W807, San Francisco, CA 94109","https://www.zillow.com/homedetails/1688-Pine-St-W807-San-Francisco-CA-94109/241585660_zpid/","","94109","San Francisco","","CA","2","2","1149","2 bds | 2 ba | 1149 sqft","$5.91","Fri, 2026-04-17","37.789555","-122.42328","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,995","2031 Castro St, San Francisco, CA 94131","https://zillow.com/b/2031-castro-st-san-francisco-ca-Cr7WLZ/","","94131","San Francisco","","CA","2","","","2 bds ","","Fri, 2026-04-17","37.745155","-122.432976","","FOR_RENT","","","","$5,995+ 2 bds, $6,495+ 3 bds","$5,995","$6,495","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,695","Franklin Street Apartments, 1800 Franklin St #502, San Francisco, CA 94109","https://www.zillow.com/apartments/san-francisco-ca/franklin-street-apartments/CqPKGy/","","94109","San Francisco","","CA","3","2","1550","3 bds | 2 ba | 1550 sqft","$4.32","Fri, 2026-04-17","37.791378","-122.42398","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,675","325 Octavia St, San Francisco, CA 94102","https://zillow.com/apartments/san-francisco-ca/avalon-hayes-valley/5Yy6Gw/","","94102","San Francisco","","CA","2","","","2 bds ","","Fri, 2026-04-17","37.774963","-122.42512","","FOR_RENT","","","","$5,675+ 2 bds","$5,675","$5,675","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","(undisclosed Address), San Francisco, CA 94110","https://www.zillow.com/homedetails/San-Francisco-CA-94110/15162871_zpid/","","94110","San Francisco","","CA","2","2","1100","2 bds | 2 ba | 1100 sqft","$5.91","Fri, 2026-04-17","","","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","2509 Bryant St #A, San Francisco, CA 94110","https://www.zillow.com/homedetails/2509-Bryant-St-A-San-Francisco-CA-94110/460186621_zpid/","","94110","San Francisco","","CA","2","2","1100","2 bds | 2 ba | 1100 sqft","$5.91","Fri, 2026-04-17","37.754185","-122.40894","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","Noe Valley: House-like Apartment w/ 2 Bonus Rooms, Open Floor Plan & W/D in-unit, 1623 Noe St, San Francisco, CA 94131","https://www.zillow.com/apartments/san-francisco-ca/noe-valley-house-like-apartment-w-2-bonus-rooms-open-floor-plan-and-w-d-in-unit/Cr6SRW/","","94131","San Francisco","","CA","3","2","1700","3 bds | 2 ba | 1700 sqft","$3.82","Fri, 2026-04-17","37.74285","-122.43076","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","624 Buchanan St #624, San Francisco, CA 94102","https://www.zillow.com/homedetails/624-Buchanan-St-624-San-Francisco-CA-94102/461383022_zpid/","","94102","San Francisco","","CA","2","2","950","2 bds | 2 ba | 950 sqft","$6.84","Fri, 2026-04-17","37.775608","-122.42764","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,500","3643 25th St, San Francisco, CA 94110","https://www.zillow.com/homedetails/3643-25th-St-San-Francisco-CA-94110/2069854319_zpid/","","94110","San Francisco","","CA","3","2","1000","3 bds | 2 ba | 1000 sqft","$6.5","Fri, 2026-04-17","37.750328","-122.422195","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,475","1890 Broadway Street, 1890 Broadway #9c8d89787, San Francisco, CA 94109","https://www.zillow.com/apartments/san-francisco-ca/1890-broadway-street/5ZQQYn/","","94109","San Francisco","","CA","2","2","1560","2 bds | 2 ba | 1560 sqft","$4.15","Fri, 2026-04-17","37.795494","-122.42812","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,375","938 Rhode Island St #1, San Francisco, CA 94107","https://www.zillow.com/homedetails/938-Rhode-Island-St-1-San-Francisco-CA-94107/461581219_zpid/","","94107","San Francisco","","CA","2","3","","2 bds | 3 ba ","","Fri, 2026-04-17","37.757915","-122.40222","","FOR_RENT","TOWNHOUSE","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,250","53 Eastwood Dr, San Francisco, CA 94112","https://www.zillow.com/homedetails/53-Eastwood-Dr-San-Francisco-CA-94112/15140792_zpid/","","94112","San Francisco","","CA","3","2","1175","3 bds | 2 ba | 1175 sqft","$5.32","Fri, 2026-04-17","37.726658","-122.45754","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,250","1809 Broadway APT 2, San Francisco, CA 94109","https://www.zillow.com/homedetails/1809-Broadway-APT-2-San-Francisco-CA-94109/2099852805_zpid/","","94109","San Francisco","","CA","2","2","1100","2 bds | 2 ba | 1100 sqft","$5.68","Fri, 2026-04-17","37.794975","-122.427246","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,198","2007 Fulton St, San Francisco, CA 94117","https://www.zillow.com/homedetails/2007-Fulton-St-San-Francisco-CA-94117/2085567749_zpid/","","94117","San Francisco","","CA","3","2","","3 bds | 2 ba ","","Fri, 2026-04-17","37.775227","-122.44998","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,150","(undisclosed Address), San Francisco, CA 94122","https://www.zillow.com/homedetails/San-Francisco-CA-94122/461042707_zpid/","","94122","San Francisco","","CA","4","2","1600","4 bds | 2 ba | 1600 sqft","$3.84","Fri, 2026-04-17","","","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,112","2823 18th St, San Francisco, CA 94110","https://zillow.com/apartments/san-francisco-ca/the-madelon/CkBCMr/","","94110","San Francisco","","CA","2","","","2 bds ","","Fri, 2026-04-17","37.76168","-122.4104","","FOR_RENT","","","","$6,112+ 2 bds","$6,112","$6,112","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,000","343 Justin Dr, San Francisco, CA 94112","https://www.zillow.com/homedetails/343-Justin-Dr-San-Francisco-CA-94112/15165044_zpid/","","94112","San Francisco","","CA","3","2","1660","3 bds | 2 ba | 1660 sqft","$3.61","Fri, 2026-04-17","37.73211","-122.42258","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$6,000","165 States St, San Francisco, CA 94114","https://www.zillow.com/homedetails/165-States-St-San-Francisco-CA-94114/64971499_zpid/","","94114","San Francisco","","CA","2","2","1100","2 bds | 2 ba | 1100 sqft","$5.45","Fri, 2026-04-17","37.763214","-122.43882","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
