Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data),Friend 1 (Cumberland) - Drive Distance (km),Friend 1 (Cumberland) - Drive Time (min),Friend 1 (Cumberland) - Walk Distance (km),Friend 1 (Cumberland) - Walk Time (min),Friend 1 (Cumberland) - Transit Distance (km),Friend 1 (Cumberland) - Transit Time (min),Friend 2 (Larkspur) - Drive Distance (km),Friend 2 (Larkspur) - Drive Time (min),Friend 2 (Larkspur) - Walk Distance (km),Friend 2 (Larkspur) - Walk Time (min),Friend 2 (Larkspur) - Transit Distance (km),Friend 2 (Larkspur) - Transit Time (min),Vic Work (Oyster Point) - Drive Distance (km),Vic Work (Oyster Point) - Drive Time (min),Vic Work (Oyster Point) - Walk Distance (km),Vic Work (Oyster Point) - Walk Time (min),Vic Work (Oyster Point) - Transit Distance (km),Vic Work (Oyster Point) - Transit Time (min)
"$6,495","1801 California St, San Francisco, CA 94109",https://zillow.com/b/1801-california-st-san-francisco-ca-Ch3C6T/,,94109,San Francisco,,CA,3,,,3 bds ,,"Thu, 2026-04-16",37.789898,-122.42411,,FOR_RENT,,,,"$6,495+ 3 bds","$6,495","$6,495",,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,19.7,3.76,53.7,4.7,35.1,24.03,26.4,19.12,151.9,21.43,77.3,17.89,18.9,19.47,271.3,26.01,75.3
"$7,500","1338 Eddy St, San Francisco, CA 94115",https://www.zillow.com/homedetails/1338-Eddy-St-San-Francisco-CA-94115/82785442_zpid/,,94115,San Francisco,,CA,3,2,1900,3 bds | 2 ba | 1900 sqft,$3.95,"Thu, 2026-04-16",37.781937,-122.429726,,FOR_RENT,TOWNHOUSE,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,15.1,2.86,41.0,3.22,29.3,23.57,24.5,19.89,161.3,21.3,75.9,17.43,17.7,18.89,266.0,27.19,79.6
"$6,995","66 Cleary Ct APT 509, San Francisco, CA 94109",https://www.zillow.com/homedetails/66-Cleary-Ct-APT-509-San-Francisco-CA-94109/15076890_zpid/,,94109,San Francisco,,CA,3,2,1100,3 bds | 2 ba | 1100 sqft,$6.36,"Thu, 2026-04-16",37.784386,-122.42697,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,15.7,2.95,41.8,3.81,35.9,23.71,25.3,19.61,157.1,22.52,74.8,17.57,17.8,18.98,266.7,27.52,73.5
"$7,500","1805 Jackson St #1803, San Francisco, CA 94109",https://www.zillow.com/homedetails/1805-Jackson-St-1803-San-Francisco-CA-94109/347816801_zpid/,,94109,San Francisco,,CA,3,2,1700,3 bds | 2 ba | 1700 sqft,$4.41,"Thu, 2026-04-16",37.793484,-122.42499,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,22.0,4.17,59.6,4.85,35.0,24.43,27.9,19.15,153.2,20.27,77.0,18.3,19.9,19.89,276.9,26.16,74.8
"$8,500","126 Lyon St #126, San Francisco, CA 94117",https://www.zillow.com/homedetails/126-Lyon-St-126-San-Francisco-CA-94117/461673570_zpid/,,94117,San Francisco,,CA,3,2,1300,3 bds | 2 ba | 1300 sqft,$6.54,"Thu, 2026-04-16",37.771027,-122.44209,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,13.3,2.98,41.5,4.81,34.4,23.73,25.4,21.47,184.1,22.69,81.7,17.59,17.2,19.04,267.2,27.63,79.1
"$7,500","1387 Oak St #1, San Francisco, CA 94117",https://www.zillow.com/homedetails/1387-Oak-St-1-San-Francisco-CA-94117/459975918_zpid/,,94117,San Francisco,,CA,3,2,1200,3 bds | 2 ba | 1200 sqft,$6.25,"Thu, 2026-04-16",37.772404,-122.44208,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,12.7,2.95,41.1,3.11,32.6,23.7,25.2,21.44,183.7,22.67,81.4,17.56,17.1,19.01,266.9,27.61,78.8
"$5,750","714 S Van Ness Ave, San Francisco, CA 94110",https://www.zillow.com/homedetails/714-S-Van-Ness-Ave-San-Francisco-CA-94110/461671957_zpid/,,94110,San Francisco,,CA,3,2,1975,3 bds | 2 ba | 1975 sqft,$2.91,"Thu, 2026-04-16",37.761635,-122.41736,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,4.3,0.92,13.8,0.92,13.8,22.81,21.9,20.65,173.0,21.4,64.2,14.2,15.4,15.93,225.0,18.98,65.0
"$6,000","343 Justin Dr, San Francisco, CA 94112",https://www.zillow.com/homedetails/343-Justin-Dr-San-Francisco-CA-94112/15165044_zpid/,,94112,San Francisco,,CA,3,2,1660,3 bds | 2 ba | 1660 sqft,$3.61,"Thu, 2026-04-16",37.73211,-122.42258,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,12.7,3.26,46.4,3.81,27.1,26.15,23.4,24.33,223.2,26.52,80.0,12.15,10.7,13.08,184.2,17.67,74.2
"$5,350","480 Potrero Ave, 480 Potrero Ave Unit 305, San Francisco, CA 94110",https://www.zillow.com/apartments/san-francisco-ca/480-potrero-ave/5mY4JQ/,,94110,San Francisco,,CA,3,2,1230,3 bds | 2 ba | 1230 sqft,$4.35,"Thu, 2026-04-16",37.763515,-122.40768,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,8.4,1.91,27.4,2.54,19.3,21.15,21.9,20.32,168.1,22.71,72.9,13.35,13.0,15.81,219.1,18.58,58.6
"$7,200","361 Elsie St, San Francisco, CA 94110",https://www.zillow.com/homedetails/361-Elsie-St-San-Francisco-CA-94110/114317596_zpid/,,94110,San Francisco,,CA,3,2,1570,3 bds | 2 ba | 1570 sqft,$4.59,"Thu, 2026-04-16",37.7386,-122.41996,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,9.8,2.64,36.5,3.11,25.3,25.67,25.9,23.65,212.7,24.51,77.8,12.14,13.1,13.74,189.5,16.64,66.5
"$6,888","584 San Jose Ave, San Francisco, CA 94110",https://www.zillow.com/homedetails/584-San-Jose-Ave-San-Francisco-CA-94110/460829429_zpid/,,94110,San Francisco,,CA,3,3,1700,3 bds | 3 ba | 1700 sqft,$4.05,"Thu, 2026-04-16",37.746693,-122.421844,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,6.9,1.57,22.6,2.38,21.4,24.88,25.7,22.59,200.0,23.64,75.5,13.47,13.8,14.72,205.6,17.6,74.4
"$6,000","1775 Turk St, San Francisco, CA 94115",https://www.zillow.com/homedetails/1775-Turk-St-San-Francisco-CA-94115/447275232_zpid/,,94115,San Francisco,,CA,3,2,1700,3 bds | 2 ba | 1700 sqft,$3.53,"Thu, 2026-04-16",37.779522,-122.4382,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,16.5,3.26,46.1,3.63,35.4,24.07,27.1,20.69,172.1,22.1,78.4,17.93,19.2,19.39,272.0,27.05,78.4
"$7,999","217 Precita Ave, San Francisco, CA 94110",https://www.zillow.com/homedetails/217-Precita-Ave-San-Francisco-CA-94110/439279301_zpid/,,94110,San Francisco,,CA,3,2,,3 bds | 2 ba ,,"Thu, 2026-04-16",37.747555,-122.41561,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,10.0,2.18,30.8,2.4,21.6,24.74,26.4,22.38,196.7,23.57,74.6,13.34,13.9,14.25,201.1,17.11,77.0
"$6,495","2031 Castro St, San Francisco, CA 94131",https://zillow.com/b/2031-castro-st-san-francisco-ca-Cr7WLZ/,,94131,San Francisco,,CA,3,,,3 bds ,,"Thu, 2026-04-16",37.745155,-122.432976,,FOR_RENT,,,,"$6,495+ 3 bds","$6,495","$6,495",,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,8.7,2.46,35.7,2.42,23.5,26.19,30.8,23.38,214.2,27.97,92.9,15.31,16.4,15.19,211.2,18.4,75.2
"$5,750","812-816 Central Ave #812, San Francisco, CA 94115",https://www.zillow.com/homedetails/812-816-Central-Ave-812-San-Francisco-CA-94115/461619926_zpid/,,94115,San Francisco,,CA,3,2,900,3 bds | 2 ba | 900 sqft,$6.39,"Thu, 2026-04-16",37.77723,-122.44485,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,16.5,3.62,50.5,4.38,38.7,24.42,28.4,21.43,182.2,23.34,87.2,18.28,20.1,19.69,276.3,27.83,80.6
"$8,500","431 Christopher Dr, San Francisco, CA 94131",https://www.zillow.com/homedetails/431-Christopher-Dr-San-Francisco-CA-94131/15128892_zpid/,,94131,San Francisco,,CA,4,2,1643,4 bds | 2 ba | 1643 sqft,$5.17,"Thu, 2026-04-16",37.753876,-122.45962,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,13.5,3.99,55.3,7.04,37.1,26.27,31.6,24.06,219.8,30.84,93.7,17.72,19.8,18.64,259.7,24.02,80.5
"$6,495","2888-2890 Harrison St / 91 Balmy Ave, 2888-2890 Harrison St #A, San Francisco, CA 94110",https://www.zillow.com/apartments/san-francisco-ca/2888-2890-harrison-st-91-balmy-ave/9kpXD3/,,94110,San Francisco,,CA,3,3,1200,3 bds | 3 ba | 1200 sqft,$5.41,"Thu, 2026-04-16",37.75126,-122.41211,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,9.2,2.0,28.6,2.02,21.1,24.0,23.2,21.81,188.5,23.36,71.6,12.51,11.2,14.33,202.6,17.57,59.1
"$8,000","30 Germania St, San Francisco, CA 94117",https://www.zillow.com/homedetails/30-Germania-St-San-Francisco-CA-94117/122245595_zpid/,,94117,San Francisco,,CA,3,2,1605,3 bds | 2 ba | 1605 sqft,$4.98,"Thu, 2026-04-16",37.77097,-122.42907,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,8.2,1.71,24.3,1.84,18.8,22.53,21.9,20.49,171.1,23.3,67.1,16.39,15.6,17.83,250.6,21.16,84.0
"$9,500","456-458 11th Ave #456, San Francisco, CA 94118",https://www.zillow.com/homedetails/456-458-11th-Ave-456-San-Francisco-CA-94118/461531940_zpid/,,94118,San Francisco,,CA,5,4,,5 bds | 4 ba ,,"Thu, 2026-04-16",37.77963,-122.46922,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,24.7,6.08,85.3,7.71,48.5,27.12,35.2,23.42,211.7,26.58,93.7,20.98,24.8,21.44,300.9,24.55,79.9
"$7,932","710 Vermont St, San Francisco, CA 94107",https://www.zillow.com/homedetails/710-Vermont-St-San-Francisco-CA-94107/15149971_zpid/,,94107,San Francisco,,CA,5,2,1624,5 bds | 2 ba | 1624 sqft,$4.88,"Thu, 2026-04-16",37.760418,-122.4044,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,10.5,2.24,32.5,3.11,27.1,23.78,23.0,20.58,170.8,23.29,81.0,13.43,14.4,15.19,210.4,18.29,63.8
"$8,000","(undisclosed Address), San Francisco, CA 94110",https://www.zillow.com/homedetails/San-Francisco-CA-94110/15162217_zpid/,,94110,San Francisco,,CA,3,2,1634,3 bds | 2 ba | 1634 sqft,$4.9,"Thu, 2026-04-16",,,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,12.8,3.25,45.1,3.77,26.3,26.65,25.0,24.24,222.1,25.99,74.4,12.65,11.8,13.53,190.3,17.86,64.8
"$8,850","780 Joost Ave, San Francisco, CA 94127",https://www.zillow.com/homedetails/780-Joost-Ave-San-Francisco-CA-94127/15138387_zpid/,,94127,San Francisco,,CA,4,3,2500,4 bds | 3 ba | 2500 sqft,$3.54,"Thu, 2026-04-16",37.73254,-122.45294,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,18.5,5.33,71.9,6.58,40.0,28.25,27.5,26.43,250.2,27.26,78.5,14.25,13.7,15.32,212.3,18.66,64.1
"$6,500","Noe Valley: House-like Apartment w/ 2 Bonus Rooms, Open Floor Plan & W/D in-unit, 1623 Noe St, San Francisco, CA 94131",https://www.zillow.com/apartments/san-francisco-ca/noe-valley-house-like-apartment-w-2-bonus-rooms-open-floor-plan-and-w-d-in-unit/Cr6SRW/,,94131,San Francisco,,CA,3,2,1700,3 bds | 2 ba | 1700 sqft,$3.82,"Thu, 2026-04-16",37.74285,-122.43076,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,8.6,2.58,35.4,2.43,20.1,27.87,28.3,23.68,214.1,24.59,84.7,13.88,14.3,14.81,205.9,18.02,71.0
"$7,500","539 Scott St, San Francisco, CA 94117",https://www.zillow.com/homedetails/539-Scott-St-San-Francisco-CA-94117/2055824642_zpid/,,94117,San Francisco,,CA,4,2,,4 bds | 2 ba ,,"Thu, 2026-04-16",37.77477,-122.43634,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,13.4,2.59,36.0,2.8,28.7,23.38,24.9,20.8,174.7,22.43,77.1,17.24,16.9,18.72,261.9,21.9,87.8
"$9,250","1701 Broadway APT 4, San Francisco, CA 94109",https://www.zillow.com/homedetails/1701-Broadway-APT-4-San-Francisco-CA-94109/15073025_zpid/,,94109,San Francisco,,CA,3,2,1821,3 bds | 2 ba | 1821 sqft,$5.08,"Thu, 2026-04-16",37.79533,-122.42535,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,23.1,4.37,63.3,5.23,37.2,21.65,28.0,19.27,151.6,22.39,76.0,18.51,20.4,20.09,280.2,26.54,76.7
"$5,900","(undisclosed Address), San Francisco, CA 94118",https://www.zillow.com/homedetails/San-Francisco-CA-94118/2100690127_zpid/,,94118,San Francisco,,CA,3,2,1450,3 bds | 2 ba | 1450 sqft,$4.07,"Thu, 2026-04-16",,,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,24.7,5.88,83.2,7.18,41.9,26.96,34.4,22.84,204.4,25.74,89.0,20.5,24.6,21.36,303.9,26.86,83.9
"$5,300","2465 Bryant St #2465, San Francisco, CA 94110",https://www.zillow.com/homedetails/2465-Bryant-St-2465-San-Francisco-CA-94110/460621631_zpid/,,94110,San Francisco,,CA,3,2,1000,3 bds | 2 ba | 1000 sqft,$5.3,"Thu, 2026-04-16",37.754967,-122.40901,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,9.1,1.85,26.7,2.35,24.2,24.16,23.5,21.43,183.3,23.69,76.1,12.66,12.0,14.97,207.7,17.43,57.1
"$6,250","53 Eastwood Dr, San Francisco, CA 94112",https://www.zillow.com/homedetails/53-Eastwood-Dr-San-Francisco-CA-94112/15140792_zpid/,,94112,San Francisco,,CA,3,2,1175,3 bds | 2 ba | 1175 sqft,$5.32,"Thu, 2026-04-16",37.726658,-122.45754,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,19.1,6.04,83.5,6.98,43.5,29.26,27.9,27.15,261.8,28.36,83.8,15.26,14.3,14.74,206.6,20.37,87.1
"$7,500","1338 Haight St, San Francisco, CA 94117",https://www.zillow.com/homedetails/1338-Haight-St-San-Francisco-CA-94117/2089042650_zpid/,,94117,San Francisco,,CA,4,2,1489,4 bds | 2 ba | 1489 sqft,$5.04,"Thu, 2026-04-16",37.770622,-122.44435,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,12.2,2.95,41.3,4.41,28.1,24.13,26.9,21.76,188.0,22.68,84.4,17.99,18.4,19.01,267.1,28.18,80.2
"$5,957","The Fillmore Center, 1475 Fillmore St #S30223, San Francisco, CA 94115",https://www.zillow.com/apartments/san-francisco-ca/the-fillmore-center/5XjVzy/,,94115,San Francisco,,CA,3,2,1141,3 bds | 2 ba | 1141 sqft,$5.22,"Thu, 2026-04-16",37.782692,-122.43322,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,17.1,3.12,45.2,3.21,28.0,24.07,26.3,20.14,165.7,22.89,77.7,17.93,19.8,19.26,271.0,27.9,75.7
"$6,895","1635 Gough Street, 1635 Gough St APT 502, San Francisco, CA 94109",https://www.zillow.com/apartments/san-francisco-ca/1635-gough-street/Cjz7Gz/,,94109,San Francisco,,CA,3,2,906,3 bds | 2 ba | 906 sqft,$7.61,"Thu, 2026-04-16",37.78862,-122.42562,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,18.1,3.53,50.3,4.43,35.3,23.77,25.2,19.28,152.6,22.38,75.8,17.64,17.8,19.39,270.2,28.28,78.0
"$5,995","2874 Harrison St #A, San Francisco, CA 94110",https://www.zillow.com/homedetails/2874-Harrison-St-A-San-Francisco-CA-94110/461282186_zpid/,,94110,San Francisco,,CA,4,2,,4 bds | 2 ba ,,"Thu, 2026-04-16",37.7515,-122.41213,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,9.1,1.98,28.2,1.99,20.7,24.03,23.3,21.78,188.1,23.33,71.2,12.54,11.3,14.36,203.0,17.56,58.9
"$7,400","22 Mountview Ct, San Francisco, CA 94131",https://www.zillow.com/homedetails/22-Mountview-Ct-San-Francisco-CA-94131/15131956_zpid/,,94131,San Francisco,,CA,4,2,1900,4 bds | 2 ba | 1900 sqft,$3.89,"Thu, 2026-04-16",37.747746,-122.45019,,FOR_RENT,SINGLE_FAMILY,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,13.2,3.96,54.9,4.42,34.3,30.05,31.1,24.62,227.0,28.42,84.8,16.05,16.9,17.06,234.1,22.05,86.7
"$7,000","630 Haight St #B, San Francisco, CA 94117",https://www.zillow.com/homedetails/630-Haight-St-B-San-Francisco-CA-94117/2118666090_zpid/,,94117,San Francisco,,CA,4,2,1564,4 bds | 2 ba | 1564 sqft,$4.48,"Thu, 2026-04-16",37.772053,-122.43312,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,10.1,2.04,28.4,2.18,21.9,22.71,22.3,20.71,174.7,22.01,71.4,16.57,15.9,18.17,254.2,21.49,86.7
"$6,198","2007 Fulton St, San Francisco, CA 94117",https://www.zillow.com/homedetails/2007-Fulton-St-San-Francisco-CA-94117/2085567749_zpid/,,94117,San Francisco,,CA,3,2,,3 bds | 2 ba ,,"Thu, 2026-04-16",37.775227,-122.44998,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,17.4,3.95,54.8,5.81,36.1,24.75,28.3,21.96,189.4,23.37,84.8,18.61,19.6,19.48,276.4,27.86,78.2
"$6,150","(undisclosed Address), San Francisco, CA 94122",https://www.zillow.com/homedetails/San-Francisco-CA-94122/461042707_zpid/,,94122,San Francisco,,CA,4,2,1600,4 bds | 2 ba | 1600 sqft,$3.84,"Thu, 2026-04-16",,,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,19.6,5.35,77.2,6.21,43.4,27.64,36.5,25.25,235.8,25.85,97.4,18.85,21.7,19.54,268.7,21.76,71.3
"$5,295","632 Hayes St #B, San Francisco, CA 94102",https://www.zillow.com/homedetails/632-Hayes-St-B-San-Francisco-CA-94102/2078085535_zpid/,,94102,San Francisco,,CA,3,2,1300,3 bds | 2 ba | 1300 sqft,$4.07,"Thu, 2026-04-16",37.776573,-122.42692,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,11.2,2.08,30.2,2.71,28.2,22.51,22.1,19.93,162.2,21.0,72.9,16.37,15.4,18.11,255.2,25.96,70.5
"$9,250","328 Lexington St, San Francisco, CA 94110",https://www.zillow.com/homedetails/328-Lexington-St-San-Francisco-CA-94110/2087627125_zpid/,,94110,San Francisco,,CA,3,2,1300,3 bds | 2 ba | 1300 sqft,$7.12,"Thu, 2026-04-16",37.75806,-122.42064,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,4.4,0.49,7.3,0.49,7.3,23.7,26.0,21.26,181.3,23.33,75.8,14.02,16.4,15.99,223.9,21.9,81.2
"$6,695","Franklin Street Apartments, 1800 Franklin St #502, San Francisco, CA 94109",https://www.zillow.com/apartments/san-francisco-ca/franklin-street-apartments/CqPKGy/,,94109,San Francisco,,CA,3,2,1550,3 bds | 2 ba | 1550 sqft,$4.32,"Thu, 2026-04-16",37.791378,-122.42398,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,21.5,3.87,55.4,4.61,33.5,24.34,27.6,19.09,153.7,21.54,78.8,18.2,19.6,19.59,272.4,25.91,73.7
"$6,500","3643 25th St, San Francisco, CA 94110",https://www.zillow.com/homedetails/3643-25th-St-San-Francisco-CA-94110/2069854319_zpid/,,94110,San Francisco,,CA,3,2,1000,3 bds | 2 ba | 1000 sqft,$6.5,"Thu, 2026-04-16",37.750328,-122.422195,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,5.1,1.11,16.0,1.11,16.0,24.85,26.4,22.14,192.9,23.14,69.2,13.45,14.4,15.17,212.1,20.29,64.6
"$7,200","940 York St, San Francisco, CA 94110",https://www.zillow.com/homedetails/940-York-St-San-Francisco-CA-94110/2091897076_zpid/,,94110,San Francisco,,CA,4,2,1700,4 bds | 2 ba | 1700 sqft,$4.24,"Thu, 2026-04-16",37.75701,-122.40887,,FOR_RENT,APARTMENT,,,,,,,,,,,$,,,,,,,,Elite-tier locked — upgrade to unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,8.6,1.71,24.9,3.35,25.7,24.47,24.0,21.18,180.3,23.52,79.0,12.94,12.2,15.11,209.8,17.73,56.4
